year,Base case cost,Modeled water and wastewater efficiency
2017,86813.2069192,70781.99444
2018,89229.3360387,72153.7069346
2019,92523.4285439,74102.2624453
2020,94083.1001757,74925.438945
2021,95170.5689987,75444.8683435
2022,95972.0797042,75781.4536892
2023,96513.5257455,75951.8501777
2024,96966.5576599,76069.4315668
2025,97516.7615212,76255.0260121
2026,98193.9028575,76528.2691238
2027,98764.4964598,76735.535725
2028,99223.6880065,76873.6693906
2029,99909.9613858,77167.8647885
2030,100344.695489,77300.7257716
2031,101045.055735,77609.1736236
