year,Base case diesel consumed,Modeled non-residential ashp
2017,4829.75597878,-5669.71356131
2018,4829.75597878,-5669.71356131
2019,4829.75597878,-5669.71356131
2020,4829.75597878,-5669.71356131
2021,4829.75597878,-5669.71356131
2022,4829.75597878,-5669.71356131
2023,4829.75597878,-5669.71356131
2024,4829.75597878,-5669.71356131
2025,4829.75597878,-5669.71356131
2026,4829.75597878,-5669.71356131
2027,4829.75597878,-5669.71356131
2028,4829.75597878,-5669.71356131
2029,4829.75597878,-5669.71356131
2030,4829.75597878,-5669.71356131
2031,4829.75597878,-5669.71356131
