year,Base case diesel consumed,Modeled residential energy efficiency
2017,34578.9682791,31754.7108886
2018,34578.9682791,31754.7108886
2019,34578.9682791,31754.7108886
2020,35528.5211572,32704.2637667
2021,35528.5211572,32704.2637667
2022,35528.5211572,32704.2637667
2023,35528.5211572,32704.2637667
2024,35528.5211572,32704.2637667
2025,36478.0740354,33653.8166449
2026,36478.0740354,33653.8166449
2027,36478.0740354,33653.8166449
2028,36478.0740354,33653.8166449
2029,37427.6269135,34603.369523
2030,38377.1797917,35552.9224012
2031,38377.1797917,35552.9224012
