year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,34998.2317303,25898.6914804
2018,34998.2317303,25898.6914804
2019,34998.2317303,25898.6914804
2020,34998.2317303,25898.6914804
2021,34998.2317303,25898.6914804
2022,34998.2317303,25898.6914804
2023,34998.2317303,25898.6914804
2024,34998.2317303,25898.6914804
2025,34998.2317303,25898.6914804
2026,34998.2317303,25898.6914804
2027,34998.2317303,25898.6914804
2028,34998.2317303,25898.6914804
2029,34998.2317303,25898.6914804
2030,34998.2317303,25898.6914804
2031,34998.2317303,25898.6914804
