year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,30669.5970968,22695.5018516
2018,30669.5970968,22695.5018516
2019,30669.5970968,22695.5018516
2020,30669.5970968,22695.5018516
2021,30669.5970968,22695.5018516
2022,30669.5970968,22695.5018516
2023,30669.5970968,22695.5018516
2024,30669.5970968,22695.5018516
2025,30669.5970968,22695.5018516
2026,30669.5970968,22695.5018516
2027,30669.5970968,22695.5018516
2028,30669.5970968,22695.5018516
2029,30669.5970968,22695.5018516
2030,30669.5970968,22695.5018516
2031,30669.5970968,22695.5018516
