year,Base case cost,Modeled water and wastewater efficiency
2017,12083.0981049,15191.434919
2018,12658.306663,15407.4794538
2019,13484.2577638,15790.7493932
2020,13915.1179708,15920.8058828
2021,14216.543287,15970.114792
2022,14469.7559113,15991.7511012
2023,14648.811244,15968.4999566
2024,14837.5579189,15955.1924662
2025,15031.0709267,15948.3598195
2026,15268.9489392,15973.7496749
2027,15487.3330613,15989.4725363
2028,15670.1536349,15985.1185229
2029,15977.7530349,16067.1987503
2030,16211.953899,16104.4478551
2031,16494.4043816,16174.8091626
