year,Base case cost,Modeled non-residential energy efficiency
2017,188855.584487,198070.73579
2018,202560.624678,209953.792817
2019,222254.561853,227320.521465
2020,231697.951284,235362.441785
2021,238160.365019,240654.80219
2022,243202.2285,244670.940341
2023,246516.845758,247103.827301
2024,249497.821455,249303.36908
2025,252812.438712,251763.037654
2026,256907.268691,254972.467479
2027,260528.58192,257764.373002
2028,263202.861646,259708.315095
2029,267297.691625,262954.721737
2030,269665.27538,264615.754744
2031,273760.10536,267885.390753
