year,Base case diesel consumed,Modeled residential ashp
2017,6521.66245941,-20029.2118446
2018,6713.65807671,-19837.2162273
2019,6713.65807671,-19837.2162273
2020,6713.65807671,-19837.2162273
2021,6713.65807671,-19837.2162273
2022,6713.65807671,-19837.2162273
2023,6713.65807671,-19837.2162273
2024,6905.65369401,-19645.2206101
2025,6905.65369401,-19645.2206101
2026,6905.65369401,-19645.2206101
2027,6905.65369401,-19645.2206101
2028,6905.65369401,-19645.2206101
2029,7097.6493113,-19453.2249928
2030,7097.6493113,-19453.2249928
2031,7097.6493113,-19453.2249928
