year,Base case diesel consumed,Modeled residential energy efficiency
2017,26550.8742775,19979.7995276
2018,27332.5233629,20761.448613
2019,27332.5233629,20761.448613
2020,27332.5233629,20761.448613
2021,27332.5233629,20761.448613
2022,27332.5233629,20761.448613
2023,27332.5233629,20761.448613
2024,28114.1724483,21543.0976984
2025,28114.1724483,21543.0976984
2026,28114.1724483,21543.0976984
2027,28114.1724483,21543.0976984
2028,28114.1724483,21543.0976984
2029,28895.8215337,22324.7467838
2030,28895.8215337,22324.7467838
2031,28895.8215337,22324.7467838
