year,Base case diesel consumed,Modeled non-residential ashp
2017,4312.89142887,-4887.98770938
2018,4312.89142887,-4887.98770938
2019,4312.89142887,-4887.98770938
2020,4312.89142887,-4887.98770938
2021,4312.89142887,-4887.98770938
2022,4312.89142887,-4887.98770938
2023,4312.89142887,-4887.98770938
2024,4312.89142887,-4887.98770938
2025,4312.89142887,-4887.98770938
2026,4312.89142887,-4887.98770938
2027,4312.89142887,-4887.98770938
2028,4312.89142887,-4887.98770938
2029,4312.89142887,-4887.98770938
2030,4312.89142887,-4887.98770938
2031,4312.89142887,-4887.98770938
