year,population
2003,134.0
2004,135.0
2005,151.0
2006,120.0
2007,137.0
2008,140.0
2009,126.0
2010,127.0
2011,129.0
2012,129.0
2013,130.0
2014,130.0
2015,130.0
2016,131.0
2017,131.0
2018,132.0
2019,132.0
2020,132.0
2021,133.0
2022,133.0
2023,134.0
2024,134.0
2025,135.0
2026,136.0
2027,136.0
2028,137.0
2029,138.0
2030,139.0
2031,140.0
2032,141.0
2033,141.0
2034,142.0
2035,142.0
2036,143.0
2037,144.0
2038,145.0
2039,145.0
2040,145.0
