year,Base case diesel consumed,Modeled residential energy efficiency
2017,133156.118517,95731.4974952
2018,133156.118517,95731.4974952
2019,133156.118517,95731.4974952
2020,131755.689569,94331.0685471
2021,130355.260621,92930.6395989
2022,130355.260621,92930.6395989
2023,128954.831673,91530.2106508
2024,127554.402724,90129.7817027
2025,127554.402724,90129.7817027
2026,126153.973776,88729.3527545
2027,124753.544828,87328.9238064
2028,123353.11588,85928.4948582
2029,121952.686932,84528.0659101
2030,120552.257984,83127.6369619
2031,119151.829035,81727.2080138
2032,117751.400087,80326.7790656
2033,116350.971139,78926.3501175
2034,116350.971139,78926.3501175
2035,114950.542191,77525.9211693
2036,113550.113243,76125.4922212
