year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,46807.5514046,34637.5880394
2018,46807.5514046,34637.5880394
2019,46807.5514046,34637.5880394
2020,46807.5514046,34637.5880394
2021,46807.5514046,34637.5880394
2022,46807.5514046,34637.5880394
2023,46807.5514046,34637.5880394
2024,46807.5514046,34637.5880394
2025,46807.5514046,34637.5880394
2026,46807.5514046,34637.5880394
2027,46807.5514046,34637.5880394
2028,46807.5514046,34637.5880394
2029,46807.5514046,34637.5880394
2030,46807.5514046,34637.5880394
2031,46807.5514046,34637.5880394
