year,Base case cost,Modeled biomass for heat (cordwood)
2017,518757.102561,555923.232362
2018,567347.382561,600520.736114
2019,633934.062561,661911.298132
2020,662929.63798,687922.290418
2021,678987.900838,701865.420149
2022,696704.200838,717725.802583
2023,701744.396257,721412.885343
2024,706612.539115,724942.47658
2025,717074.259115,734079.864729
2026,725153.634534,740604.847585
2027,731293.389953,745325.745064
2028,735531.202811,748279.916777
2029,741292.88823,752648.920247
2030,743506.911088,753726.838052
2031,750564.126507,759294.361292
2032,757392.739365,764645.326582
2033,765633.464784,771298.193147
2034,780317.774784,784406.13093
2035,783327.730202,786216.85235
2036,790975.523061,792310.444915
