year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,179964.0,167766.639898
2018,179964.0,167766.639898
2019,179964.0,167766.639898
2020,178564.0,166366.639898
2021,177163.0,164965.639898
2022,177163.0,164965.639898
2023,175763.0,163565.639898
2024,174362.0,162164.639898
2025,174362.0,162164.639898
2026,172962.0,160764.639898
2027,171562.0,159364.639898
2028,170161.0,157963.639898
2029,168761.0,156563.639898
2030,167360.0,155162.639898
2031,165960.0,153762.639898
2032,164559.0,152361.639898
2033,163159.0,150961.639898
2034,163159.0,150961.639898
2035,161759.0,149561.639898
2036,160358.0,148160.639898
