year,Base case cost,Modeled residential energy efficiency
2017,687561.344141,628874.545531
2018,725097.290826,654222.443397
2019,776535.439986,689778.911355
2020,794686.123504,698832.030716
2021,802755.881045,700470.515219
2022,816366.929983,708444.259758
2023,815862.443208,703843.863788
2024,815183.264311,699112.145185
2025,823175.201551,703093.895757
2026,824868.848197,700070.223693
2027,825026.697827,695925.391804
2028,823692.42347,690702.126482
2029,823457.215824,686242.201499
2030,820499.798391,679846.176206
2031,821130.734625,675952.501336
2032,821528.74803,671861.778043
2033,822909.366731,668414.447443
2034,833849.119858,674560.463774
2035,831233.769937,668307.526326
2036,832002.966209,664349.024024
