year,Base case diesel consumed,Modeled diesel efficiency
2019,193009.897054,175463.542776
2020,193009.897054,175463.542776
2021,192933.366563,175393.969603
2022,192933.366563,175393.969603
2023,192933.366563,175393.969603
2024,192856.836073,175324.39643
2025,192856.836073,175324.39643
2026,192856.836073,175324.39643
2027,192856.836073,175324.39643
2028,192856.836073,175324.39643
2029,192933.366563,175393.969603
2030,193009.897054,175463.542776
2031,193086.427544,175533.115949
2032,193086.427544,175533.115949
2033,193009.897054,175463.542776
2034,193009.897054,175463.542776
2035,193009.897054,175463.542776
2036,193009.897054,175463.542776
2037,193009.897054,175463.542776
2038,193086.427544,175533.115949
