year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,3238950
2004,,0,0,0,0,0,3011568
2005,,0,0,0,0,0,2845558
2006,,0,0,0,0,0,2876636
2007,,0,0,0,0,0,2752458
2008,,0,0,0,0,0,2916918
2009,,0,0,0,0,0,2819986
2010,,0,0,0,0,0,2575402
2011,,0,0,0,0,0,2596244
2012,,0,0,0,0,0,2579200
2013,,0,0,0,0,0,2496000
2014,start of forecast,0,0,0,0,0,2527000
2015,,0,0,0,0,0,2526000
2016,,0,0,0,0,0,2525000
2017,,0,0,0,0,0,2524000
2018,,0,0,0,0,0,2523000
2019,,0,0,0,0,0,2522000
2020,,0,0,0,0,0,2522000
2021,,0,0,0,0,0,2521000
2022,,0,0,0,0,0,2521000
2023,,0,0,0,0,0,2521000
2024,,0,0,0,0,0,2520000
2025,,0,0,0,0,0,2520000
2026,,0,0,0,0,0,2520000
2027,,0,0,0,0,0,2520000
2028,,0,0,0,0,0,2520000
2029,,0,0,0,0,0,2521000
2030,,0,0,0,0,0,2522000
2031,,0,0,0,0,0,2523000
2032,,0,0,0,0,0,2523000
2033,,0,0,0,0,0,2522000
2034,,0,0,0,0,0,2522000
2035,,0,0,0,0,0,2522000
2036,,0,0,0,0,0,2522000
2037,,0,0,0,0,0,2522000
2038,,0,0,0,0,0,2523000
2039,,0,0,0,0,0,2523000
2040,,0,0,0,0,0,2523000
