year,Base case diesel consumed,Modeled wind power
2019,193009.897054,159951.164286
2020,193009.897054,159951.164286
2021,192933.366563,159874.633796
2022,192933.366563,159874.633796
2023,192933.366563,159874.633796
2024,192856.836073,159798.103305
2025,192856.836073,159798.103305
2026,192856.836073,159798.103305
2027,192856.836073,159798.103305
2028,192856.836073,159798.103305
2029,192933.366563,159874.633796
2030,193009.897054,159951.164286
2031,193086.427544,160027.694777
2032,193086.427544,160027.694777
2033,193009.897054,159951.164286
2034,193009.897054,159951.164286
2035,193009.897054,159951.164286
2036,193009.897054,159951.164286
2037,193009.897054,159951.164286
2038,193086.427544,160027.694777
