year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,3211.16,192603.22,67947.41,2952.68,584789.46,120869.63
2018,3448.56,207413.96,65949.31,3059.76,607923.64,120818.48
2019,3792.41,228258.7,70697.69,3219.72,640482.85,127289.28
2020,3959.35,238681.07,73071.88,3295.67,656762.46,130524.68
2021,4061.45,245263.61,74571.37,3341.0,667044.32,132568.09
2022,4147.49,250749.07,75820.94,3379.67,675612.53,134270.94
2023,4205.65,254588.89,76695.64,3405.12,681610.28,135462.93
2024,4248.2,257331.62,77320.43,3424.13,685894.39,136314.35
2025,4309.95,261171.44,78195.13,3452.54,691892.14,137506.34
2026,4382.99,265559.81,79194.79,3486.99,698746.71,138868.61
2027,4446.3,269399.63,80069.49,3516.65,704744.46,140060.6
2028,4491.37,272142.35,80694.28,3537.73,709028.57,140912.03
2029,4582.89,276530.72,81693.93,3586.64,715883.14,142274.3
2030,4643.76,279273.45,82318.72,3619.98,720167.25,143125.72
2031,4726.85,283661.81,83318.38,3662.05,727021.82,144488.0
2032,4795.51,288050.18,84318.04,3692.91,733876.39,145850.27
2033,4870.38,292987.09,85442.65,3725.87,741587.78,147382.83
2034,4944.82,297924.0,86567.27,3758.58,749299.17,148915.39
2035,4996.29,301215.28,87317.01,3781.82,754440.1,149937.1
2036,5081.9,306152.19,88441.63,3823.05,762151.5,151469.65
2037,5136.47,308894.92,89066.42,3851.19,766435.6,152321.08
2038,5226.17,313831.83,90191.03,3895.39,774147.0,153853.63
2039,5299.52,318220.2,91190.69,3929.88,781001.57,155215.91
2040,5389.48,323705.65,92440.26,3971.74,789569.78,156918.75
