year,population
2003,104.0
2004,83.0
2005,85.0
2006,71.0
2007,78.0
2008,77.0
2009,84.0
2010,71.0
2011,69.0
2012,69.0
2013,68.0
2014,68.0
2015,68.0
2016,67.0
2017,67.0
2018,67.0
2019,67.0
2020,67.0
2021,67.0
2022,66.0
2023,66.0
2024,66.0
2025,66.0
2026,66.0
2027,66.0
2028,66.0
2029,67.0
2030,67.0
2031,67.0
2032,67.0
2033,67.0
2034,67.0
2035,67.0
2036,67.0
2037,67.0
2038,67.0
2039,67.0
2040,67.0
