year,Base case cost,Modeled non-residential energy efficiency
2017,77119.5855985,80373.6125049
2018,82216.8276583,84925.9244355
2019,89268.9121723,91317.3529876
2020,92580.9627996,94205.677561
2021,94894.3858222,96162.3590661
2022,96621.7416792,97574.2809237
2023,97817.0102407,98491.9618603
2024,98788.6479103,99204.6357756
2025,99976.2050619,100124.512322
2026,101414.383041,101284.034003
2027,102605.795898,102216.519902
2028,103600.567797,102968.885005
2029,104938.497445,104047.387307
2030,105759.762618,104645.368857
2031,107232.641943,105858.639712
