year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,653688
2004,,0,0,0,0,0,638676
2005,,0,0,0,0,0,621038
2006,,0,0,0,0,0,631255
2007,,0,0,0,0,0,651749
2008,,0,0,0,0,0,660484
2009,,0,0,0,0,0,715166
2010,,0,0,0,0,0,694388
2011,,0,0,0,0,0,689401
2012,,0,0,0,0,0,729312
2013,,0,0,0,0,0,725568
2014,start of forecast,0,0,0,0,0,714000
2015,,0,0,0,0,0,714000
2016,,0,0,0,0,0,715000
2017,,0,0,0,0,0,715000
2018,,0,0,0,0,0,715000
2019,,0,0,0,0,0,715000
2020,,0,0,0,0,0,716000
2021,,0,0,0,0,0,716000
2022,,0,0,0,0,0,716000
2023,,0,0,0,0,0,716000
2024,,0,0,0,0,0,717000
2025,,0,0,0,0,0,717000
2026,,0,0,0,0,0,717000
2027,,0,0,0,0,0,717000
2028,,0,0,0,0,0,718000
2029,,0,0,0,0,0,718000
2030,,0,0,0,0,0,718000
2031,,0,0,0,0,0,719000
2032,,0,0,0,0,0,719000
2033,,0,0,0,0,0,719000
2034,,0,0,0,0,0,719000
2035,,0,0,0,0,0,720000
2036,,0,0,0,0,0,720000
2037,,0,0,0,0,0,720000
2038,,0,0,0,0,0,721000
2039,,0,0,0,0,0,721000
2040,,0,0,0,0,0,721000
