year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,12041.9079759,8911.01190217
2018,12041.9079759,8911.01190217
2019,12041.9079759,8911.01190217
2020,12041.9079759,8911.01190217
2021,12041.9079759,8911.01190217
2022,12041.9079759,8911.01190217
2023,12041.9079759,8911.01190217
2024,12041.9079759,8911.01190217
2025,12041.9079759,8911.01190217
2026,12041.9079759,8911.01190217
2027,12041.9079759,8911.01190217
2028,12041.9079759,8911.01190217
2029,12041.9079759,8911.01190217
2030,12041.9079759,8911.01190217
2031,12041.9079759,8911.01190217
