year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,10155.6829821,6601.19393834
2018,10152.7827561,6599.30879148
2019,10150.0353489,6597.52297678
2020,10147.099099,6595.61441436
2021,10144.3640105,6593.83660683
2022,10141.8645092,6592.21193096
2023,10139.4869964,6590.66654768
2024,10137.0719948,6589.09679665
2025,10134.4825336,6587.41364681
2026,10131.6052804,6585.54343224
2027,10128.7661153,6583.69797496
2028,10125.7409043,6581.73158782
2029,10122.5854479,6579.68054111
2030,10119.6441373,6577.76868927
2031,10116.3749491,6575.64371693
