year,Base case cost,Modeled water and wastewater efficiency
2017,57351.1233797,41257.6849855
2018,61277.0873314,43814.3545522
2019,66708.0782299,47375.8375111
2020,69257.6482797,49018.0819963
2021,71037.8437736,50148.7693926
2022,72366.5940308,50979.7668827
2023,73285.5241964,51538.8278939
2024,74032.1192611,51984.3193733
2025,74944.716144,52541.8541515
2026,76049.8944066,53229.1943957
2027,76964.9654382,53790.9906774
2028,77728.3918039,54252.9714446
2029,78755.6629161,54892.1199406
2030,79385.3319309,55267.1760847
2031,80515.9916792,55977.5971653
