year,Base case cost,Modeled non-residential energy efficiency
2017,879760.373961,851218.305178
2018,927371.096254,893832.784443
2019,990852.05931,950652.090131
2020,1020150.96534,976876.385063
2021,1039683.56935,994359.248351
2022,1054333.02237,1007471.39582
2023,1065320.11213,1017305.50642
2024,1073865.62638,1024954.25911
2025,1083631.92839,1033695.69075
2026,1095839.8059,1044622.48031
2027,1106826.89566,1054456.59091
2028,1115372.40992,1062105.34359
2029,1126359.49968,1071939.45419
2030,1133684.22619,1078495.52793
2031,1145892.1037,1089422.31748
