year,Base case diesel consumed,Modeled non-residential ashp
2017,94388.5927392,72546.7443106
2018,92760.8440273,70918.9955988
2019,92760.8440273,70918.9955988
2020,91133.0953155,69291.2468869
2021,91133.0953155,69291.2468869
2022,91133.0953155,69291.2468869
2023,91133.0953155,69291.2468869
2024,91133.0953155,69291.2468869
2025,91133.0953155,69291.2468869
2026,91133.0953155,69291.2468869
2027,91133.0953155,69291.2468869
2028,89505.3466036,67663.4981751
2029,89505.3466036,67663.4981751
2030,89505.3466036,67663.4981751
2031,89505.3466036,67663.4981751
