year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,6912.40277985,
2018,6906.80735817,
2019,6902.12426284,
2020,6895.72448242,
2021,6887.15725212,
2022,6878.72228214,
2023,6869.23462792,
2024,6859.25572104,
2025,6847.9758044,
2026,6835.97790311,
2027,6822.73027667,
2028,6809.30450366,
2029,6804.47565205,
2030,6797.81944854,
2031,6790.31569926,
