year,Base case diesel consumed,Modeled residential ashp
2017,51192.4293006,14370.6385803
2018,51192.4293006,14370.6385803
2019,51192.4293006,14370.6385803
2020,51192.4293006,14370.6385803
2021,51192.4293006,14370.6385803
2022,51192.4293006,14370.6385803
2023,51192.4293006,14370.6385803
2024,51192.4293006,14370.6385803
2025,51192.4293006,14370.6385803
2026,51192.4293006,14370.6385803
2027,51192.4293006,14370.6385803
2028,51192.4293006,14370.6385803
2029,51192.4293006,14370.6385803
2030,51192.4293006,14370.6385803
2031,51192.4293006,14370.6385803
