year,Base case diesel consumed,Modeled non-residential ashp
2017,207044.627496,144931.239185
2018,207044.627496,144931.239185
2019,207044.627496,144931.239185
2020,207044.627496,144931.239185
2021,207044.627496,144931.239185
2022,207044.627496,144931.239185
2023,207044.627496,144931.239185
2024,207044.627496,144931.239185
2025,207044.627496,144931.239185
2026,207044.627496,144931.239185
2027,207044.627496,144931.239185
2028,207044.627496,144931.239185
2029,207044.627496,144931.239185
2030,207044.627496,144931.239185
2031,207044.627496,144931.239185
