year,Base case cost,Modeled non-residential energy efficiency
2017,1527308.48937,1405430.05684
2018,1612375.53199,1480100.55451
2019,1728948.88668,1583534.82829
2020,1788810.87964,1635377.40506
2021,1826618.45413,1667194.38987
2022,1858124.76621,1693333.22435
2023,1877028.55346,1708052.90281
2024,1895932.34071,1722831.15207
2025,1914836.12796,1737666.59935
2026,1940041.17762,1758297.47033
2027,1962095.59608,1776113.1065
2028,1980999.38333,1791112.22937
2029,2003053.80178,1809033.15666
2030,2018806.95782,1821265.31977
2031,2044012.00749,1842156.44363
