year,Base case cost,Modeled residential energy efficiency
2017,236507.918223,221936.815079
2018,251182.530578,233203.924408
2019,271292.184546,248886.000624
2020,281618.763611,256661.120246
2021,288140.813546,261369.576734
2022,293575.855159,265211.331418
2023,296836.880127,267305.956686
2024,300097.905095,269413.372141
2025,303358.930063,271533.27801
2026,307706.963353,274545.494831
2027,311511.492482,277129.566803
2028,314772.51745,279285.214739
2029,318577.046579,281892.279281
2030,321294.567386,283630.32426
2031,325642.600676,286699.37287
2032,329990.633967,289779.001276
2033,334882.171418,293309.018152
2034,339773.70887,296849.124705
2035,343034.733838,299078.914534
2036,347926.27129,302638.496555
