year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,24865.24,596818.65,145177.64,43159.79,930489.84,91330.28
2018,27195.14,652720.7,155119.52,45398.93,959654.84,96063.01
2019,30386.09,729327.21,168743.59,48461.67,999621.68,102548.6
2020,32025.74,768665.69,175739.73,50037.48,1020145.19,105879.04
2021,33061.11,793511.04,180158.34,51032.13,1033107.41,107982.47
2022,33924.38,814215.51,183840.52,51862.29,1043909.26,109735.33
2023,34441.69,826638.18,186049.83,52358.55,1050390.37,110787.05
2024,34959.39,839060.86,188259.14,52855.92,1056871.48,111838.77
2025,35476.96,851483.54,190468.44,53352.91,1063352.59,112890.49
2026,36167.55,868047.11,193414.19,54016.93,1071994.07,114292.78
2027,36772.36,882540.23,195991.71,54599.39,1079555.36,115519.78
2028,37290.75,894962.91,198201.02,55098.57,1086036.47,116571.5
2029,37892.11,909456.03,200778.54,55671.78,1093597.77,117798.5
2030,38320.6,919808.27,202619.63,56078.45,1098998.69,118674.93
2031,39009.43,936371.84,205565.38,56737.82,1107640.17,120077.22
2032,,,208511.12,,,121479.51
2033,,,211825.08,,,123057.09
2034,,,215139.04,,,124634.67
2035,,,217348.35,,,125686.38
2036,,,220662.31,,,127263.96
