year,Base case diesel consumed,Modeled residential energy efficiency
2017,36821.7906835,26477.0387288
2018,36821.7906835,26477.0387288
2019,36821.7906835,26477.0387288
2020,36821.7906835,26477.0387288
2021,36821.7906835,26477.0387288
2022,36821.7906835,26477.0387288
2023,36821.7906835,26477.0387288
2024,36821.7906835,26477.0387288
2025,36821.7906835,26477.0387288
2026,36821.7906835,26477.0387288
2027,36821.7906835,26477.0387288
2028,36821.7906835,26477.0387288
2029,36821.7906835,26477.0387288
2030,36821.7906835,26477.0387288
2031,36821.7906835,26477.0387288
2032,36821.7906835,26477.0387288
2033,36821.7906835,26477.0387288
2034,36821.7906835,26477.0387288
2035,36821.7906835,26477.0387288
2036,36821.7906835,26477.0387288
