year,Base case cost,Modeled water and wastewater efficiency
2017,68025.0267167,54607.976552
2018,72594.0650602,57659.3652152
2019,78847.7663255,61891.4830988
2020,82063.2250046,64003.3091623
2021,84093.2325872,65289.6581135
2022,85786.6701259,66343.8969325
2023,86800.2385087,66925.8661209
2024,87815.3095821,67511.8867612
2025,88829.861466,68100.4266421
2026,90184.4800912,68929.5406916
2027,91371.7547419,69644.4859031
2028,92389.3170126,70243.485115
2029,93563.894829,70954.5809955
2030,94399.0536445,71430.9713609
2031,95747.248766,72268.6160219
