year,Base case diesel consumed,Modeled non-residential ashp
2017,9121.04126275,8545.79382303
2018,9121.04126275,8545.79382303
2019,9121.04126275,8545.79382303
2020,9121.04126275,8545.79382303
2021,9121.04126275,8545.79382303
2022,9121.04126275,8545.79382303
2023,11091.071965,10515.8245253
2024,11091.071965,10515.8245253
2025,11091.071965,10515.8245253
2026,11091.071965,10515.8245253
2027,11091.071965,10515.8245253
2028,11091.071965,10515.8245253
2029,11091.071965,10515.8245253
2030,11091.071965,10515.8245253
2031,11091.071965,10515.8245253
