year,Base case cost,Modeled water and wastewater efficiency
2017,130110.116557,316908.100611
2018,137618.355431,322173.244666
2019,147754.435159,329279.365965
2020,152804.019063,332823.339042
2021,156698.589054,335558.182843
2022,159730.331373,337688.625454
2023,161886.757783,339205.81909
2024,164054.181133,340730.802316
2025,166224.663158,342257.940604
2026,168991.922975,344203.261727
2027,171160.636356,345729.110731
2028,173323.832843,347251.029341
2029,175949.711789,349098.636118
2030,177954.453788,350510.74803
2031,180819.157502,352525.134573
