year,Base case diesel consumed,Modeled non-residential ashp
2017,1492286.43872,959937.398895
2018,1513821.44225,981472.402419
2019,1535356.44577,1003007.40594
2020,1555545.51157,1023196.47175
2021,1574388.63966,1042039.59983
2022,1593231.76774,1060882.72791
2023,1610728.9581,1078379.91828
2024,1629572.08619,1097223.04636
2025,1647069.27655,1114720.23672
2026,1664566.46691,1132217.42708
2027,1680717.71956,1148368.67973
2028,1698214.90992,1165865.87009
2029,1718403.97572,1186054.93589
2030,1737247.10381,1204898.06398
2031,1754744.29417,1222395.25434
