year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,1774496.8012,1313127.63289
2018,1774496.8012,1313127.63289
2019,1774496.8012,1313127.63289
2020,1774496.8012,1313127.63289
2021,1774496.8012,1313127.63289
2022,1774496.8012,1313127.63289
2023,1774496.8012,1313127.63289
2024,1774496.8012,1313127.63289
2025,1774496.8012,1313127.63289
2026,1774496.8012,1313127.63289
2027,1774496.8012,1313127.63289
2028,1774496.8012,1313127.63289
2029,1774496.8012,1313127.63289
2030,1774496.8012,1313127.63289
2031,1774496.8012,1313127.63289
