year,Base case cost,Modeled non-residential energy efficiency
2017,14203182.7095,14162920.8137
2018,14944906.3983,14822524.9438
2019,15964776.4703,15729480.6226
2020,16428353.7758,16141733.204
2021,16768310.4665,16444051.7636
2022,17015551.6961,16663919.8069
2023,17170077.4646,16801337.334
2024,17324603.2331,16938754.8611
2025,17479129.0016,17076172.3883
2026,17695465.0775,17268556.9262
2027,17849990.846,17405974.4533
2028,18004516.6145,17543391.9804
2029,18189947.5367,17708293.0129
2030,18313568.1515,17818227.0346
2031,18529904.2274,18010611.5725
