year,Base case cost,Modeled residential energy efficiency
2017,9210266.01962,9624876.85543
2018,9818252.62819,10155938.4952
2019,10622611.756,10854525.7909
2020,11064132.0707,11247968.0001
2021,11420484.5016,11569063.1536
2022,11718736.0781,11841673.0739
2023,11947291.3608,12054202.3214
2024,12187594.2896,12278479.215
2025,12420631.2109,12495490.1012
2026,12699865.7956,12752288.2366
2027,12927902.8966,12964299.3025
2028,13167890.5858,13188260.9565
2029,13452764.3024,13453903.431
2030,13684732.4392,13673050.7396
2031,13977834.7359,13943716.587
2032,14240352.3395,14187002.9484
2033,14507986.7438,14432200.9035
2034,14777988.8062,14679766.5167
2035,15013304.0856,14899055.7609
2036,15309321.3048,15172636.5309
