year,Base case cost,Modeled diesel efficiency
2019,5540959.87826,6509594.53542
2020,5874197.80379,6812538.10408
2021,6121562.11263,7037414.74849
2022,6304622.1512,7203832.96537
2023,6423201.49793,7311632.37149
2024,6541955.44745,7419590.50741
2025,6660874.90584,7527699.10595
2026,6823602.36771,7675633.16219
2027,6942895.28206,7784081.26614
2028,7062325.21109,7892653.9289
2029,7206113.28094,8023370.35604
2030,7306217.0243,8114373.75909
2031,7471331.9367,8264478.22491
2032,7613100.55564,8393358.78758
2033,7776122.05344,8541560.14922
2034,7939735.86692,8690299.97966
2035,8060133.38637,8799752.27006
2036,8225821.8204,8950378.11918
2037,8348691.66673,9062077.97948
2038,8515901.20624,9214086.65176
