year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2000,,,2.23
2001,,,2.08
2003,,1.1,2.4
2004,,1.25,2.75
2005,,1.73,4.55
2008,,2.97,5.1
2009,,3.89,5.99
2010,,3.78,5.12
2011,,3.15,5.53
2012,,3.45,6.15
2013,,3.52,6.43
2014,,,6.34
2016,,1.72,4.45
2017,,2.05,4.78
2018,,2.29,5.02
2019,,2.62,5.35
2020,,2.78,5.51
2021,,2.89,5.62
2022,,2.97,5.7
2023,,3.02,5.75
2024,,3.07,5.8
2025,,3.13,5.86
2026,,3.19,5.92
2027,,3.25,5.98
2028,,3.3,6.03
2029,,3.36,6.09
2030,,3.4,6.13
2031,,3.47,6.2
2032,,3.54,6.27
2033,,3.61,6.34
2034,,3.68,6.41
2035,,3.72,6.45
2036,,3.8,6.53
2037,,3.84,6.57
2038,,3.92,6.65
2039,,3.97,6.7
2040,,4.06,6.79
