year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,1672955.28395,1237986.91013
2018,1672955.28395,1237986.91013
2019,1672955.28395,1237986.91013
2020,1672955.28395,1237986.91013
2021,1672955.28395,1237986.91013
2022,1672955.28395,1237986.91013
2023,1672955.28395,1237986.91013
2024,1672955.28395,1237986.91013
2025,1672955.28395,1237986.91013
2026,1672955.28395,1237986.91013
2027,1672955.28395,1237986.91013
2028,1672955.28395,1237986.91013
2029,1672955.28395,1237986.91013
2030,1672955.28395,1237986.91013
2031,1672955.28395,1237986.91013
