year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,555757,0,0,21679891
2004,,0,0,1006211,0,0,21362893
2005,,0,0,622641,0,0,22614541
2006,,0,0,792182,0,0,21869563
2007,,0,0,1064273,0,0,21259039
2008,,0,0,850939,0,0,21079382
2009,,0,0,839009,0,0,20829248
2010,,0,0,970248,0,0,20807381
2011,,0,0,1502537,0,0,21258056
2012,,0,0,3025310,0,0,20169458
2013,,0,0,3387185,0,0,18539117
2014,start of forecast,0,0,2638344,0,0,20189656
2015,,0,0,3016946,0,0,19836054
2016,,0,0,3014158,0,0,19829842
2017,,0,0,2889816,0,0,19962184
2018,,0,0,2973640,0,0,19866360
2019,,0,0,2959205,0,0,19834795
2020,,0,0,2940887,0,0,19819113
2021,,0,0,2957911,0,0,19794089
2022,,0,0,2952668,0,0,19805332
2023,,0,0,2950489,0,0,19803511
2024,,0,0,2953689,0,0,19795311
2025,,0,0,2952282,0,0,19788718
2026,,0,0,2952153,0,0,19758847
2027,,0,0,2952708,0,0,19705292
2028,,0,0,2952381,0,0,19631619
2029,,0,0,2952414,0,0,19629586
2030,,0,0,2952501,0,0,19617499
2031,,0,0,2952432,0,0,19584568
2032,,0,0,2952449,0,0,19568551
2033,,0,0,2952461,0,0,19540539
2034,,0,0,2952447,0,0,19524553
2035,,0,0,2952452,0,0,19451548
2036,,0,0,2952453,0,0,19421547
2037,,0,0,2952451,0,0,19404549
2038,,0,0,2952452,0,0,19394548
2039,,0,0,2952452,0,0,19341548
2040,,0,0,2952452,0,0,19301548
