year,Base case diesel consumed,Modeled diesel efficiency
2019,1372905.77637,1248096.16033
2020,1371820.30157,1247109.36506
2021,1370088.23866,1245534.76242
2022,1370866.45712,1246242.23374
2023,1370740.42034,1246127.65486
2024,1370172.80882,1245611.64438
2025,1369716.4796,1245196.79964
2026,1367648.87248,1243317.1568
2027,1363941.96435,1239947.24032
2028,1358842.53883,1235311.39894
2029,1358701.8162,1235183.46928
2030,1357865.19232,1234422.90211
2031,1355585.80583,1232350.73257
2032,1354477.15582,1231342.86892
2033,1352538.27172,1229580.24702
2034,1351431.72957,1228574.29961
2035,1346378.53442,1223980.48583
2036,1344301.9473,1222092.67936
2037,1343125.42537,1221023.11398
2038,1342433.16848,1220393.78952
