year,Base case cost,Modeled water and wastewater efficiency
2017,141738.962515,280394.961609
2018,148382.284261,280798.721524
2019,157286.221261,282879.398518
2020,161498.436563,281777.669468
2021,164505.605369,279930.456775
2022,166791.899892,277673.156871
2023,168152.251753,274857.853284
2024,169509.58837,272128.673061
2025,171117.938032,269660.860205
2026,172537.601622,267143.141227
2027,173763.662936,264570.061076
2028,174526.969595,261751.638919
2029,176174.868979,259637.011846
2030,177173.263359,257143.797524
2031,178822.147282,255178.018274
