year,Base case cost,Modeled diesel efficiency
2019,3597013.13408,4119059.72659
2020,3813660.43835,4296112.26385
2021,3959555.00972,4409310.53077
2022,4071473.37763,4492076.80473
2023,4139636.06944,4535509.98107
2024,4206430.52307,4578133.66945
2025,4287212.58115,4633897.54656
2026,4362799.90321,4685353.17918
2027,4432811.38415,4732144.39913
2028,4484180.37815,4762382.95649
2029,4565238.10245,4819997.06216
2030,4616741.65388,4851120.48968
2031,4703882.74623,4915009.60306
2032,4794849.13159,4982735.55384
2033,4882663.16092,5047946.60372
2034,4973268.7648,5116038.10226
2035,5008528.14802,5134149.4773
2036,5108347.39973,5211278.42177
2037,5157601.63343,5242758.28912
2038,5262338.02043,5324988.11921
