year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,1381723.25,14254.68,1672955.28,1124391.57
2018,1375090.59,14247.74,1672955.28,1123017.67
2019,1372905.78,14222.29,1672955.28,1114774.24
2020,1371820.3,14203.53,1672955.28,1109278.62
2021,1370088.24,14198.99,1672955.28,1107904.71
2022,1370866.46,14202.62,1672955.28,1109278.62
2023,1370740.42,14200.16,1672955.28,1107904.71
2024,1370172.81,14197.54,1672955.28,1107904.71
2025,1369716.48,14193.07,1672955.28,1106530.81
2026,1367648.87,14176.15,1672955.28,1101035.19
2027,1363941.96,14146.81,1672955.28,1091417.85
2028,1358842.54,14105.9,1672955.28,1079052.7
2029,1358701.82,14105.01,1672955.28,1079052.7
2030,1357865.19,14097.98,1672955.28,1076304.89
2031,1355585.81,14079.64,1672955.28,1070809.27
2032,1354477.16,14071.1,1672955.28,1068061.46
2033,1352538.27,14055.25,1672955.28,1063939.75
2034,1351431.73,14046.47,1672955.28,1061191.94
2035,1346378.53,14005.89,1672955.28,1048826.79
2036,1344301.95,13989.58,1672955.28,1043331.17
2037,1343125.43,13980.01,1672955.28,1040583.36
2038,1342433.17,13974.36,1672955.28,1039209.46
2039,1338764.67,13944.94,1672955.28,1029592.12
2040,1335996.01,13922.91,1672955.28,1022722.6
