year,Base case cost,Modeled non-residential energy efficiency
2017,12184742.4676,12362088.327
2018,12774500.6819,12873272.4796
2019,13585418.2265,13587956.128
2020,13978590.3694,13920241.7171
2021,14248896.2176,14140520.0967
2022,14445482.289,14293843.5358
2023,14568348.5837,14380196.876
2024,14691214.8783,14467167.0006
2025,14838654.4319,14577273.3492
2026,14986093.9854,14687967.9093
2027,15133533.539,14799236.8946
2028,15256399.8337,14888532.9469
2029,15403839.3872,15000910.7089
2030,15502132.4229,15068755.6558
2031,15674145.2354,15204724.7252
