year,population
2003,66.0
2004,63.0
2005,66.0
2006,70.0
2007,67.0
2008,55.0
2009,62.0
2010,62.0
2011,61.0
2012,61.0
2013,60.0
2014,60.0
2015,60.0
2016,60.0
2017,60.0
2018,60.0
2019,60.0
2020,60.0
2021,60.0
2022,60.0
2023,59.0
2024,59.0
2025,59.0
2026,59.0
2027,59.0
2028,58.0
2029,58.0
2030,58.0
2031,58.0
2032,58.0
2033,57.0
2034,57.0
2035,57.0
2036,56.0
2037,56.0
2038,56.0
2039,56.0
2040,56.0
