year,Base case diesel consumed,Modeled residential ashp
2017,24566.2545735,3150.48145864
2018,24566.2545735,3150.48145864
2019,24566.2545735,3150.48145864
2020,24566.2545735,3150.48145864
2021,24566.2545735,3150.48145864
2022,24566.2545735,3150.48145864
2023,24566.2545735,3150.48145864
2024,24566.2545735,3150.48145864
2025,24566.2545735,3150.48145864
2026,24566.2545735,3150.48145864
2027,24566.2545735,3150.48145864
2028,24566.2545735,3150.48145864
2029,23353.0216328,1937.24851797
2030,23353.0216328,1937.24851797
2031,23353.0216328,1937.24851797
