year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,90213.61,919.89,53156.45,14566.37
2018,90137.08,916.98,53156.45,13493.64
2019,90137.08,915.87,53156.45,13493.64
2020,90137.08,914.23,53156.45,13493.64
2021,90137.08,912.52,53156.45,13493.64
2022,90060.55,911.38,53156.45,13493.64
2023,90060.55,910.16,53156.45,13493.64
2024,90060.55,909.52,53156.45,13493.64
2025,90060.55,909.12,53156.45,13493.64
2026,90060.55,909.18,53156.45,13493.64
2027,90060.55,909.12,53156.45,13493.64
2028,90060.55,909.04,53156.45,13493.64
2029,90137.08,912.78,53156.45,13493.64
2030,90137.08,915.79,53156.45,13493.64
2031,90213.61,917.69,53156.45,13493.64
2032,90137.08,,,13493.64
2033,90137.08,,,13493.64
2034,90137.08,,,13493.64
2035,90137.08,,,13493.64
2036,90137.08,,,13493.64
