year,Base case diesel consumed,Modeled non-residential ashp
2017,53341.0510536,37394.1167052
2018,53341.0510536,37394.1167052
2019,53341.0510536,37394.1167052
2020,53341.0510536,37394.1167052
2021,53341.0510536,37394.1167052
2022,53341.0510536,37394.1167052
2023,53341.0510536,37394.1167052
2024,53341.0510536,37394.1167052
2025,53341.0510536,37394.1167052
2026,53341.0510536,37394.1167052
2027,53341.0510536,37394.1167052
2028,53341.0510536,37394.1167052
2029,53341.0510536,37394.1167052
2030,53341.0510536,37394.1167052
2031,53341.0510536,37394.1167052
