year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,53341.0,39489.2107953
2018,53341.0,39489.2107953
2019,53341.0,39489.2107953
2020,53341.0,39489.2107953
2021,53341.0,39489.2107953
2022,53341.0,39489.2107953
2023,53341.0,39489.2107953
2024,53341.0,39489.2107953
2025,53341.0,39489.2107953
2026,53341.0,39489.2107953
2027,53341.0,39489.2107953
2028,53341.0,39489.2107953
2029,53341.0,39489.2107953
2030,53341.0,39489.2107953
2031,53341.0,39489.2107953
2032,,
2033,,
2034,,
2035,,
2036,,
