year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,3211.16,186675.42,72944.7,2706.16,283790.33,74680.38
2018,3448.56,201027.67,71216.04,2814.02,296039.7,74907.54
2019,3792.41,221227.12,76343.62,2974.29,313279.57,79269.78
2020,3959.35,231326.84,78907.41,3050.67,321899.5,81450.9
2021,4061.45,237705.61,80526.65,3096.47,327343.66,82828.44
2022,4147.49,243021.26,81876.02,3135.44,331880.47,83976.4
2023,4205.65,246742.21,82820.57,3161.21,335056.23,84779.97
2024,4248.2,249400.03,83495.25,3180.4,337324.64,85353.95
2025,4309.95,253120.98,84439.81,3208.91,340500.4,86157.52
2026,4382.99,257373.5,85519.3,3243.35,344129.84,87075.89
2027,4446.3,261094.45,86463.85,3273.03,347305.61,87879.46
2028,4491.37,263752.27,87138.54,3294.13,349574.01,88453.44
2029,4582.89,268004.79,88218.03,3342.03,353203.46,89371.8
2030,4643.76,270662.61,88892.71,3374.56,355471.86,89945.78
2031,4726.85,274915.13,89972.2,3416.13,359101.3,90864.15
2032,,,91051.69,,,91782.51
2033,,,92266.12,,,92815.67
2034,,,93480.55,,,93848.84
2035,,,94290.17,,,94537.61
2036,,,95504.6,,,95570.77
