year,Base case cost,Modeled residential energy efficiency
2017,147625.077367,146461.367402
2018,146123.575673,144610.355396
2019,155613.398178,153645.70961
2020,160358.309431,158122.949795
2021,163355.095485,160922.094223
2022,165852.417197,163243.124411
2023,167600.542395,164845.9905
2024,168849.203251,165970.654488
2025,170597.328449,167577.095612
2026,172595.185818,169425.267065
2027,174343.311017,171035.117607
2028,175591.971873,172166.60235
2029,177589.829242,174019.709774
2030,178838.490098,175154.369786
2031,180836.347467,177010.578058
2032,182834.204837,178868.282462
2033,185081.794378,180967.45334
2034,187329.383918,183068.051041
2035,188827.776945,184450.025904
2036,191075.366486,186553.377712
