year,Base case cost,Modeled non-residential energy efficiency
2017,470465.751838,457702.550128
2018,497067.368364,479689.119223
2019,534506.680512,511249.378025
2020,553226.336586,526363.897716
2021,565049.277265,535439.368348
2022,574901.72783,542811.4812
2023,581798.443226,547612.216491
2024,586724.668508,550708.147793
2025,593621.383904,555567.72974
2026,601503.344356,561322.992791
2027,608400.059752,566238.695285
2028,613326.285034,569446.899246
2029,621208.245487,575283.410563
2030,626134.470769,578543.880855
2031,634016.431221,584431.433509
