year,Base case cost,Modeled non-residential energy efficiency
2017,309826.226858,323638.843485
2018,326277.795262,337575.793559
2019,350041.171847,358308.369071
2020,361008.884116,367230.74331
2021,368930.009645,373362.891258
2022,375023.183128,377831.722616
2023,378679.087218,380072.788294
2024,382334.991308,382340.612117
2025,385990.895397,384634.567011
2026,391474.751532,388645.41517
2027,395130.655622,390989.809233
2028,398786.559712,393358.539689
2029,403661.098499,396878.619353
2030,406098.367892,398166.741867
2031,411582.224027,402296.487189
