year,Base case cost,Modeled diesel efficiency
2019,84477.0825949,233998.046255
2020,89856.5870585,235204.113502
2021,93576.1471726,234987.493292
2022,96297.5001691,233947.741096
2023,97471.3279042,231583.500484
2024,98867.6060741,229501.909778
2025,99988.6218355,227248.618064
2026,102274.28245,226130.79133
2027,103603.345381,224218.229517
2028,104913.203957,222361.352805
2029,106815.984163,221114.925438
2030,107757.772089,219064.623895
2031,109925.806035,218197.212046
2032,111762.971365,217095.534397
2033,114178.261369,216584.38926
2034,116268.677717,215841.346651
2035,117436.104001,214321.177231
2036,119796.181488,213945.739354
2037,120629.53843,212241.458701
2038,122917.193096,211916.967227
