year,Base case diesel consumed,Modeled residential ashp
2017,8330.96765598,-18178.1433708
2018,8330.96765598,-18178.1433708
2019,8330.96765598,-18178.1433708
2020,8330.96765598,-18178.1433708
2021,8059.10341907,-18450.0076077
2022,8059.10341907,-18450.0076077
2023,8059.10341907,-18450.0076077
2024,7787.23918217,-18721.8718446
2025,7787.23918217,-18721.8718446
2026,7787.23918217,-18721.8718446
2027,7515.37494526,-18993.7360815
2028,7515.37494526,-18993.7360815
2029,7515.37494526,-18993.7360815
2030,7515.37494526,-18993.7360815
2031,7243.51070835,-19265.6003184
