year,Base case cost,Modeled water and wastewater efficiency
2017,9284.89861962,11594.0429347
2018,9686.45769704,11748.6423526
2019,10290.7290296,12044.5154468
2020,10527.3605583,12092.0219337
2021,10671.2853506,12078.7848915
2022,10755.6195552,12027.3173197
2023,10762.8525337,11925.5666852
2024,10770.1363933,11826.3434499
2025,10778.9806598,11730.6480117
2026,10849.1056813,11679.4083745
2027,10868.3136917,11595.679293
2028,10887.8493426,11514.4415571
2029,10938.8818934,11456.9163564
2030,10928.9224541,11359.9423131
2031,11006.4182753,11324.947683
