year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,1170.46227123,760.800476299
2018,1162.08079284,755.352515347
2019,1154.02939754,750.119108399
2020,1146.05641067,744.936666936
2021,1137.70604892,739.508931798
2022,1128.74582852,733.684788537
2023,1118.9942586,727.346268091
2024,1109.42774357,721.12803332
2025,1100.19528687,715.126936466
2026,1092.38364045,710.049366291
2027,1084.54375602,704.953441414
2028,1076.87508163,699.968803061
2029,1069.301265,695.045822253
2030,1062.13251296,690.386133422
2031,1055.88711624,686.326625557
